Date,Open,High,Low,Close,Adj Close,Volume
Apr 27, 2021,43.89,46.55,42.56,43.24,43.24,904891996
Apr 28, 2021,43.16,46.92,40.67,44.83,44.83,1021154320
Apr 29, 2021,44.85,46.07,40.95,42.46,42.46,772259307
Apr 30, 2021,42.5,44.27,41.24,42.96,42.96,534976437
May 01, 2021,42.89,49.84,42.03,49.51,49.51,859524423
May 02, 2021,49.5,49.9,45.98,46.89,46.89,571072187
May 03, 2021,46.9,49.01,45.04,45.93,45.93,609194252
May 04, 2021,45.98,47.76,42.31,42.73,42.73,682976428
May 05, 2021,42.64,45.93,42.32,44.92,44.92,503781975
May 06, 2021,44.97,44.97,42.59,43.46,43.46,391497018
May 07, 2021,43.5,46.06,41.44,43.16,43.16,514344601
May 08, 2021,43.15,46.64,42.3,45.56,45.56,451056655
May 09, 2021,45.62,47.12,43.3,44.33,44.33,510603312
May 10, 2021,44.34,45.88,39.56,42.91,42.91,499528076
May 11, 2021,42.87,45.15,39.76,44.58,44.58,473731333
May 12, 2021,44.59,48.98,42.46,42.46,42.46,1151668076
May 13, 2021,43.24,45.42,37.53,41.0,41.0,1016860656
May 14, 2021,41.03,44.79,39.99,42.72,42.72,504167711
May 15, 2021,42.7,45.39,39.37,43.46,43.46,500445722
May 16, 2021,43.4,52.5,41.92,47.2,47.2,1990976771
May 17, 2021,46.9,51.88,43.3,46.86,46.86,1951921366
May 18, 2021,46.66,58.3,46.19,55.91,55.91,2025388219
May 19, 2021,56.09,57.53,29.43,35.11,35.11,2772224999
May 20, 2021,35.04,51.26,32.32,44.74,44.74,2487748626
May 21, 2021,44.45,47.65,33.84,38.81,38.81,1769762028
May 22, 2021,38.99,40.01,31.25,31.32,31.32,1078751751
May 23, 2021,31.23,32.44,19.14,24.69,24.69,1925832341
May 24, 2021,24.5,32.09,24.5,31.28,31.28,1346786023
May 25, 2021,31.4,33.13,26.1,30.0,30.0,909470305
May 26, 2021,30.05,37.24,29.01,35.54,35.54,1069991365
May 27, 2021,35.48,35.53,31.13,33.58,33.58,649389058
May 28, 2021,33.68,34.5,28.07,29.04,29.04,600255582
May 29, 2021,29.0,30.02,25.75,27.38,27.38,376859866
May 30, 2021,27.41,29.75,25.65,28.6,28.6,359661704
May 31, 2021,28.6,32.98,27.52,32.82,32.82,534826504
Jun 01, 2021,32.77,33.29,29.88,30.99,30.99,432053117
Jun 02, 2021,30.94,35.04,30.43,33.96,33.96,497567418
Jun 03, 2021,34.02,41.15,33.79,39.47,39.47,960056106
Jun 04, 2021,39.58,39.61,34.31,37.42,37.42,1056279506
Jun 05, 2021,37.42,42.82,37.1,39.59,39.59,1112426664
Jun 06, 2021,39.75,43.38,38.96,42.31,42.31,794387364
Jun 07, 2021,42.25,44.1,38.09,38.26,38.26,923157614
Jun 08, 2021,38.25,42.48,33.69,41.52,41.52,1786996802
Jun 09, 2021,41.28,44.0,39.37,42.03,42.03,1218831041
Jun 10, 2021,42.02,43.0,39.6,41.1,41.1,595246689
Jun 11, 2021,41.11,41.31,35.31,36.05,36.05,518666603
Jun 12, 2021,36.16,37.61,34.32,36.44,36.44,549070417
Jun 13, 2021,36.51,39.36,34.78,38.77,38.77,452988674
Jun 14, 2021,38.7,40.48,36.81,38.71,38.71,477871463
Jun 15, 2021,40.54,41.76,39.44,41.15,41.15,605285143
Jun 16, 2021,39.55,41.5,37.5,39.7,39.7,576016902
Jun 17, 2021,39.69,41.24,38.29,39.26,39.26,417775600
Jun 18, 2021,39.27,39.43,35.0,36.65,36.65,424163369
Jun 19, 2021,36.82,37.35,34.98,35.35,35.35,264640750
Jun 20, 2021,35.24,35.93,31.36,35.32,35.32,452587531
Jun 21, 2021,35.26,35.5,25.95,26.66,26.66,760344541
Jun 22, 2021,26.59,28.71,20.38,26.77,26.77,1258580061
Jun 23, 2021,26.91,32.77,25.7,30.05,30.05,1111302687
Jun 24, 2021,30.85,32.99,28.55,31.18,31.18,641150364
Jun 25, 2021,31.17,32.9,28.04,28.7,28.7,632052177
Jun 26, 2021,28.61,30.01,26.71,29.71,29.71,560342710
Jun 27, 2021,29.75,31.93,29.27,31.93,31.93,497353288
Jun 28, 2021,31.88,34.24,31.04,32.93,32.93,473612135
Jun 29, 2021,33.01,35.79,32.73,33.87,33.87,471854279
Jun 30, 2021,33.96,35.95,31.6,35.56,35.56,570984168
Jul 01, 2021,35.51,35.54,32.39,33.4,33.4,474665321
Jul 02, 2021,33.31,34.03,31.48,34.02,34.02,440298780
Jul 03, 2021,34.02,35.4,33.3,34.48,34.48,327019964
Jul 04, 2021,34.5,35.5,33.56,34.31,34.31,303420520
Jul 05, 2021,34.28,34.46,32.48,32.98,32.98,313839322
Jul 06, 2021,32.93,34.98,32.93,34.27,34.27,365336040
Jul 07, 2021,34.23,38.01,33.84,36.59,36.59,519252659
Jul 08, 2021,36.72,36.92,32.8,33.2,33.2,498201257
Jul 09, 2021,33.13,34.39,31.99,33.26,33.26,327170629
Jul 10, 2021,33.32,34.14,31.19,31.79,31.79,296566657
Jul 11, 2021,31.69,32.54,31.41,32.18,32.18,211679810
Jul 12, 2021,32.17,32.64,30.07,30.85,30.85,221058993
Jul 13, 2021,30.79,31.09,28.92,29.12,29.12,197825362
Jul 14, 2021,29.14,31.44,27.52,31.28,31.28,331866434
Jul 15, 2021,31.36,31.48,28.01,28.45,28.45,329918376
Jul 16, 2021,28.55,29.44,26.23,26.37,26.37,374718328
Jul 17, 2021,26.25,27.7,26.04,26.72,26.72,289689475
Jul 18, 2021,26.78,27.73,26.36,26.75,26.75,230336396
Jul 19, 2021,26.67,26.72,24.01,24.45,24.45,361915410
Jul 20, 2021,24.51,24.98,22.18,23.49,23.49,413439963
Jul 21, 2021,23.44,27.42,22.87,26.62,26.62,555770206
Jul 22, 2021,26.67,28.14,25.95,27.7,27.7,364666998
Jul 23, 2021,27.71,28.69,26.43,28.51,28.51,407955237
Jul 24, 2021,28.52,29.51,28.07,28.7,28.7,353750758
Jul 25, 2021,28.65,28.87,26.53,28.17,28.17,309208018
Jul 26, 2021,28.23,31.05,27.9,28.31,28.31,743673802
Jul 27, 2021,28.21,28.95,27.01,28.07,28.07,375599550
Jul 28, 2021,28.15,28.75,27.41,27.82,27.82,315682626
Jul 29, 2021,27.88,31.89,27.37,31.28,31.28,448009571
Jul 30, 2021,31.28,33.06,30.07,32.39,32.39,617830199
Jul 31, 2021,32.35,36.87,31.68,36.83,36.83,587168181
Aug 01, 2021,36.68,36.72,33.28,34.25,34.25,490639931
Aug 02, 2021,34.19,35.91,33.06,33.22,33.22,407399691
Aug 03, 2021,33.19,35.83,32.4,34.0,34.0,474629269
Aug 04, 2021,34.11,36.65,33.27,35.76,35.76,413657602
Aug 05, 2021,35.77,38.21,35.53,37.36,37.36,595137193
Aug 06, 2021,37.36,40.39,35.69,39.45,39.45,589190671
Aug 07, 2021,39.49,40.51,37.63,39.4,39.4,534979916
Aug 08, 2021,39.47,39.53,36.94,37.67,37.67,358570315
Aug 09, 2021,37.66,40.0,36.48,38.77,38.77,377034585
Aug 10, 2021,38.68,41.66,38.22,40.64,40.64,452480699
Aug 11, 2021,40.65,43.74,40.63,41.74,41.74,507980107
Aug 12, 2021,41.7,43.4,39.38,41.1,41.1,527833804
Aug 13, 2021,41.11,44.9,40.72,44.89,44.89,541894525
Aug 14, 2021,44.85,44.87,42.94,44.11,44.11,363834257
Aug 15, 2021,44.15,54.63,43.45,53.75,53.75,1448656564
Aug 16, 2021,53.54,68.82,52.47,62.43,62.43,3799339365
Aug 17, 2021,62.12,74.89,58.98,64.21,64.21,4043742154
Aug 18, 2021,64.17,80.12,60.27,72.54,72.54,4507409622
Aug 19, 2021,72.84,75.09,68.61,72.76,72.76,2467398203
Aug 20, 2021,72.75,79.99,70.94,78.72,78.72,1844455899
Aug 21, 2021,78.7,81.81,72.7,73.76,73.76,1513097171
Aug 22, 2021,73.87,77.48,71.55,72.8,72.8,968933849
Aug 23, 2021,72.77,76.71,71.68,75.71,75.71,1372134245
Aug 24, 2021,75.78,79.37,68.62,70.67,70.67,2153611667
Aug 25, 2021,70.68,72.7,66.22,71.95,71.95,1551240766
Aug 26, 2021,71.97,78.06,66.26,75.32,75.32,2713050538
Aug 27, 2021,74.81,88.85,72.72,88.09,88.09,3263988286
Aug 28, 2021,88.0,97.84,85.79,96.7,96.7,2580080503
Aug 29, 2021,96.56,97.78,90.99,94.47,94.47,1830344091
Aug 30, 2021,94.34,116.85,94.04,110.54,110.54,5274104165
Aug 31, 2021,109.76,130.01,103.35,108.48,108.48,7590894022
Sep 01, 2021,107.44,119.53,106.27,111.03,111.03,3974443896
Sep 02, 2021,110.73,131.96,109.65,128.1,128.1,5074399603
Sep 03, 2021,128.39,148.83,128.39,146.58,146.58,7526373837
Sep 04, 2021,146.42,150.43,136.45,139.11,139.11,3970422964
Sep 05, 2021,138.99,145.0,135.08,142.07,142.07,2996918105
Sep 06, 2021,142.06,165.88,138.04,164.38,164.38,5774090688
Sep 07, 2021,164.18,194.82,133.1,173.15,173.15,17068643416
Sep 08, 2021,173.28,197.99,147.99,191.04,191.04,13187213606
Sep 09, 2021,209.47,214.96,181.45,188.2,188.2,12676272744
Sep 10, 2021,187.61,196.95,168.69,179.87,179.87,7087524572
Sep 11, 2021,179.37,193.41,175.57,178.87,178.87,5367389010
Sep 12, 2021,179.23,181.57,170.58,174.54,174.54,3012633094
Sep 13, 2021,174.42,174.93,150.97,169.27,169.27,6437530449
Sep 14, 2021,169.77,171.3,143.55,158.09,158.09,5799758794
Sep 15, 2021,158.42,166.18,154.24,159.12,159.12,3908939772
Sep 16, 2021,158.81,163.12,147.65,152.47,152.47,3215168472
Sep 17, 2021,152.35,153.44,135.25,147.59,147.59,4675731485
Sep 18, 2021,147.45,171.14,144.39,169.18,169.18,5415012910
Sep 19, 2021,169.23,170.65,151.25,152.52,152.52,3350530308
Sep 20, 2021,152.79,153.39,131.26,132.13,132.13,5623667250
Sep 21, 2021,132.76,144.47,116.34,123.95,123.95,5243953819
Sep 22, 2021,124.18,150.94,122.35,147.92,147.92,4952222859
Sep 23, 2021,148.06,152.36,143.2,149.75,149.75,3389212044
Sep 24, 2021,149.94,151.2,128.8,139.4,139.4,3852350632
Sep 25, 2021,139.3,144.07,134.11,136.18,136.18,2037106949
Sep 26, 2021,136.22,140.78,125.12,135.7,135.7,2674182809
Sep 27, 2021,135.93,148.5,133.98,136.73,136.73,2867246888
Sep 28, 2021,136.51,139.29,128.24,131.54,131.54,2422542861
Sep 29, 2021,132.34,140.04,131.23,135.35,135.35,2428105040
Sep 30, 2021,135.41,142.85,134.31,141.07,141.07,2244376110
Oct 01, 2021,141.38,164.74,138.44,161.68,161.68,4387488320
Oct 02, 2021,161.59,174.9,156.32,169.09,169.09,3471658582
Oct 03, 2021,169.11,176.97,166.07,172.59,172.59,3149579954
Oct 04, 2021,172.96,172.96,162.77,166.73,166.73,3109040100
Oct 05, 2021,166.99,169.98,160.59,164.12,164.12,2541087419
Oct 06, 2021,164.61,165.36,150.77,154.11,154.11,3259712887
Oct 07, 2021,153.96,161.36,150.54,154.28,154.28,2579187256
Oct 08, 2021,154.26,168.85,152.76,158.95,158.95,2781848650
Oct 09, 2021,158.7,161.41,154.87,156.83,156.83,1522023824
Oct 10, 2021,156.75,158.36,146.9,148.05,148.05,1556965341
Oct 11, 2021,147.8,153.92,140.36,144.86,144.86,1851795187
Oct 12, 2021,145.01,153.26,137.81,152.74,152.74,2853992440
Oct 13, 2021,152.52,155.35,144.41,148.18,148.18,2105226551
Oct 14, 2021,148.02,155.33,147.33,149.76,149.76,1948101208
Oct 15, 2021,150.05,165.12,146.98,162.6,162.6,3970589003
Oct 16, 2021,163.01,164.71,156.74,157.54,157.54,1531502795
Oct 17, 2021,157.46,167.43,154.09,159.74,159.74,2168838138
Oct 18, 2021,160.0,162.86,155.03,157.23,157.23,1698878759
Oct 19, 2021,157.21,159.41,153.22,156.02,156.02,1400902548
Oct 20, 2021,155.88,176.44,155.2,175.95,175.95,3315306825
Oct 21, 2021,176.77,193.6,176.77,190.32,190.32,6865815461
Oct 22, 2021,190.45,214.04,188.27,196.43,196.43,7486821306
Oct 23, 2021,196.3,205.67,192.56,197.7,197.7,3253670286
Oct 24, 2021,197.97,204.72,185.57,202.36,202.36,3413057378
Oct 25, 2021,202.32,218.73,198.2,210.1,210.1,4837376169
Oct 26, 2021,209.53,213.98,197.49,199.81,199.81,3194205752
Oct 27, 2021,199.87,205.4,178.73,183.77,183.77,4552692842
Oct 28, 2021,184.52,201.05,182.22,194.86,194.86,3463958628
Oct 29, 2021,194.91,204.9,194.91,200.18,200.18,2468703579
Oct 30, 2021,200.23,200.39,187.82,195.42,195.42,1732207667
Oct 31, 2021,195.77,205.16,186.06,202.42,202.42,2577364486
Nov 01, 2021,202.63,211.36,198.24,203.55,203.55,3157612663
Nov 02, 2021,203.52,222.23,201.18,220.24,220.24,3020087232
Nov 03, 2021,221.08,246.32,216.2,242.9,242.9,6024951132
Nov 04, 2021,243.1,250.47,235.15,247.39,247.39,4440296290
Nov 05, 2021,247.27,248.38,231.16,236.47,236.47,2752870913
Nov 06, 2021,236.49,260.06,235.29,258.93,258.93,3869779683
Nov 07, 2021,258.78,258.85,246.12,249.82,249.82,2624869522
Nov 08, 2021,249.98,253.25,241.14,248.47,248.47,3344410176
Nov 09, 2021,248.36,253.18,237.9,239.21,239.21,2819309492
Nov 10, 2021,239.13,247.95,218.39,233.78,233.78,3873202098
Nov 11, 2021,233.91,246.45,229.75,234.24,234.24,2693456862
Nov 12, 2021,233.72,238.7,221.25,228.5,228.5,3022054714
Nov 13, 2021,228.6,241.83,225.08,241.83,241.83,2322796265
Nov 14, 2021,241.86,242.04,230.69,238.43,238.43,1705211600
Nov 15, 2021,238.73,245.98,235.1,237.55,237.55,2414551003
Nov 16, 2021,238.5,238.5,215.44,219.24,219.24,3557977024
Nov 17, 2021,219.3,222.03,210.03,218.72,218.72,2982505239
Nov 18, 2021,218.88,222.88,187.67,195.49,195.49,3911214658
Nov 19, 2021,195.07,219.37,189.75,215.28,215.28,3431624914
Nov 20, 2021,215.41,221.45,206.29,218.02,218.02,2003638941
Nov 21, 2021,217.78,235.23,210.81,231.28,231.28,2636480460
Nov 22, 2021,230.99,231.9,212.03,215.74,215.74,3254258844
Nov 23, 2021,215.84,226.06,211.31,221.84,221.84,2328763768
Nov 24, 2021,221.86,222.46,200.5,214.92,214.92,2293934142
Nov 25, 2021,205.89,216.4,202.32,206.25,206.25,2586718627
Nov 26, 2021,210.05,210.5,184.33,191.51,191.51,3380122748
Nov 27, 2021,192.28,199.36,191.04,193.1,193.1,1443178833
Nov 28, 2021,193.28,201.63,182.37,200.68,200.68,2033215941
Nov 29, 2021,200.82,212.45,199.95,204.32,204.32,2110532147
Nov 30, 2021,204.23,218.34,200.08,208.67,208.67,2888387657
Dec 01, 2021,208.39,232.39,208.15,229.8,229.8,3532771294
Dec 02, 2021,229.85,243.11,220.39,233.99,233.99,4074103518
Dec 03, 2021,233.6,239.12,207.33,211.22,211.22,4061060881
Dec 04, 2021,212.11,212.81,171.55,201.12,201.12,5949505665
Dec 05, 2021,200.78,204.62,182.02,196.17,196.17,3402591975
Dec 06, 2021,196.55,197.66,176.89,194.2,194.2,3693853028
Dec 07, 2021,194.28,204.12,188.28,190.6,190.6,2556849839
Dec 08, 2021,190.51,196.37,184.13,194.62,194.62,2277446203
Dec 09, 2021,194.48,196.69,178.79,181.18,181.18,1968182104
Dec 10, 2021,181.47,184.69,167.95,167.95,167.95,2118266396
Dec 11, 2021,167.92,173.9,161.86,171.95,171.95,1877844189
Dec 12, 2021,171.95,176.65,167.86,173.43,173.43,1196808540
Dec 13, 2021,173.1,173.1,148.57,155.21,155.21,2547597256
Dec 14, 2021,155.14,161.62,150.12,153.34,153.34,2604045117
Dec 15, 2021,161.36,182.51,157.65,178.34,178.34,3783787658
Dec 16, 2021,178.59,188.88,174.45,176.95,176.95,2766320569
Dec 17, 2021,176.89,182.39,168.52,175.5,175.5,2711688386
Dec 18, 2021,175.66,184.38,171.2,182.84,182.84,1690397976
Dec 19, 2021,182.85,189.26,178.76,180.1,180.1,1678714066
Dec 20, 2021,179.98,181.15,168.68,173.67,173.67,1982986558
Dec 21, 2021,173.69,182.42,170.49,180.09,180.09,1821107818
Dec 22, 2021,179.86,187.47,177.43,178.6,178.6,1889229699
Dec 23, 2021,178.5,193.28,176.12,190.04,190.04,2191634326
Dec 24, 2021,190.1,197.16,185.02,190.27,190.27,2286837232
Dec 25, 2021,190.53,195.15,189.03,193.12,193.12,1443209769
Dec 26, 2021,192.92,200.64,190.82,198.0,198.0,1971114647
Dec 27, 2021,197.88,204.58,195.16,195.43,195.43,1800094698
Dec 28, 2021,195.62,195.62,177.04,177.43,177.43,2826063568
Dec 29, 2021,177.39,180.59,170.44,170.66,170.66,2175731146
Dec 30, 2021,170.76,175.69,168.4,172.75,172.75,1540637869
Dec 31, 2021,172.7,177.36,168.31,170.3,170.3,1567918820
Jan 01, 2022,170.31,178.96,170.2,178.52,178.52,1084780603
Jan 02, 2022,178.53,179.43,175.01,176.38,176.38,995389409
Jan 03, 2022,176.39,176.39,167.53,170.3,170.3,1345778058
Jan 04, 2022,170.29,173.74,166.74,167.94,167.94,1499265336
Jan 05, 2022,167.94,171.11,148.22,155.1,155.1,2123759721
Jan 06, 2022,155.11,155.11,146.67,150.43,150.43,2097172620
Jan 07, 2022,150.41,150.52,135.15,136.4,136.4,2926269672
Jan 08, 2022,136.4,147.84,134.02,142.51,142.51,2730000333
Jan 09, 2022,142.54,145.44,138.39,140.84,140.84,1599123912
Jan 10, 2022,140.83,143.56,130.8,135.95,135.95,2040883379
Jan 11, 2022,135.94,143.3,134.13,140.18,140.18,1554197314
Jan 12, 2022,140.2,152.94,138.55,151.7,151.7,2242337550
Jan 13, 2022,151.69,157.54,146.01,146.01,146.01,2177023564
Jan 14, 2022,146.03,150.47,142.39,146.16,146.16,1822320951
Jan 15, 2022,146.18,149.35,144.42,147.8,147.8,1123271784
Jan 16, 2022,147.79,151.77,146.4,147.86,147.86,1172854751
Jan 17, 2022,147.88,148.21,137.5,139.93,139.93,1487772250
Jan 18, 2022,139.93,142.47,134.9,141.59,141.59,1449435942
Jan 19, 2022,141.55,142.29,133.36,135.79,135.79,1444663456
Jan 20, 2022,135.79,143.62,127.17,127.21,127.21,984099352
Jan 21, 2022,127.33,128.43,107.91,111.97,111.97,3771688473
Jan 22, 2022,111.98,113.59,89.29,94.18,94.18,4039466376
Jan 23, 2022,94.31,104.52,93.59,99.58,99.58,2548191912
Jan 24, 2022,99.62,99.77,81.23,91.65,91.65,4664539688
Jan 25, 2022,91.66,99.7,87.76,94.72,94.72,2842652332
Jan 26, 2022,94.72,103.72,89.81,92.24,92.24,3177186515
Jan 27, 2022,92.22,94.06,86.19,89.63,89.63,2513945822
Jan 28, 2022,89.53,93.36,87.57,91.31,91.31,2156098049
Jan 29, 2022,91.35,98.61,90.96,96.22,96.22,1727329992
Jan 30, 2022,96.25,97.3,91.71,93.3,93.3,1110338981
Jan 31, 2022,93.3,100.73,89.59,99.74,99.74,1888454241
Feb 01, 2022,99.73,112.98,99.48,109.98,109.98,3568466349
Feb 02, 2022,110.02,111.96,97.74,101.84,101.84,3297984784
Feb 03, 2022,101.83,102.67,94.64,101.46,101.46,2618951519
Feb 04, 2022,101.34,112.41,100.68,112.17,112.17,3121470028
Feb 05, 2022,112.21,118.21,110.53,113.89,113.89,2337469324
Feb 06, 2022,113.9,115.87,112.19,115.3,115.3,1488437091
Feb 07, 2022,115.28,121.55,113.14,117.36,117.36,2501444983
Feb 08, 2022,117.41,119.97,110.24,113.6,113.6,2670414753
Feb 09, 2022,113.53,116.83,109.98,114.02,114.02,1844036035
Feb 10, 2022,114.02,114.79,106.2,106.2,106.2,2534257400
Feb 11, 2022,106.23,107.85,95.6,96.38,96.38,2244853464
Feb 12, 2022,96.4,99.55,93.5,95.92,95.92,1722515979
Feb 13, 2022,95.89,97.21,91.82,93.24,93.24,1150014559
Feb 14, 2022,93.19,97.74,91.21,96.43,96.43,1787236369
Feb 15, 2022,96.44,105.29,96.43,104.87,104.87,2134576044
Feb 16, 2022,104.93,105.35,98.58,101.93,101.93,1908954820
Feb 17, 2022,101.9,102.63,92.68,93.41,93.41,1872498133
Feb 18, 2022,93.46,96.2,89.71,90.07,90.07,1669246812
Feb 19, 2022,90.05,92.54,88.95,91.5,91.5,1084605729
Feb 20, 2022,91.44,93.32,86.02,90.9,90.9,1912980153
Feb 21, 2022,90.88,95.9,83.12,83.12,83.12,2892900595
Feb 22, 2022,83.11,87.16,81.2,86.47,86.47,2046554018
Feb 23, 2022,86.47,92.74,84.9,84.9,84.9,2293962445
Feb 24, 2022,84.86,92.28,76.86,89.19,89.19,5253578948
Feb 25, 2022,89.23,94.78,87.28,92.6,92.6,3069242551
Feb 26, 2022,92.61,94.6,89.76,90.14,90.14,1721041901
Feb 27, 2022,90.12,91.99,84.49,85.52,85.52,2012522473
Feb 28, 2022,85.5,101.04,84.58,99.52,99.52,3457872746
Mar 01, 2022,99.54,101.56,94.89,98.65,98.65,3225742519
Mar 02, 2022,98.65,105.98,97.11,100.65,100.65,3800592927
Mar 03, 2022,100.65,101.43,94.38,95.54,95.54,2309311748
Mar 04, 2022,95.57,95.71,87.55,88.25,88.25,2592829728
Mar 05, 2022,88.29,91.04,86.29,89.65,89.65,1437161887
Mar 06, 2022,89.65,89.87,84.33,84.54,84.54,1467561782
Mar 07, 2022,84.55,86.48,80.32,82.13,82.13,2375648176
Mar 08, 2022,82.11,84.78,81.54,82.25,82.25,2112765959
Mar 09, 2022,82.28,89.48,82.21,88.2,88.2,2624860794
Mar 10, 2022,88.19,88.45,81.02,82.94,82.94,2196400279
Mar 11, 2022,82.94,84.05,80.28,80.74,80.74,1852734626
Mar 12, 2022,80.75,82.66,80.72,81.55,81.55,1036290480
Mar 13, 2022,81.53,82.88,78.0,78.94,78.94,1316842580
Mar 14, 2022,78.93,82.1,78.27,81.17,81.17,1676601058
Mar 15, 2022,81.17,85.52,79.07,82.96,82.96,1627848455
Mar 16, 2022,82.95,87.9,81.65,87.9,87.9,2370877301
Mar 17, 2022,87.86,90.76,86.75,87.88,87.88,2440062581
Mar 18, 2022,87.87,91.85,84.64,89.82,89.82,2745357460
Mar 19, 2022,89.82,94.36,89.39,92.42,92.42,1951674158
